MedInc,HouseAge,AveRooms,AveBedrms,Population,Latitude,Longitude,target
5.8993,49,7.051724138,1.012315271,1108,34,-118.34,3.133
4,49,6.866295265,1.036211699,1018,34,-118.34,2.968
3.7344,47,6.219101124,1.117977528,437,33.99,-118.34,1.794
3.825,48,6.168421053,1.078947368,497,33.99,-118.34,1.83
1.5667,15,6.378494624,1.438709677,1007,35.64,-118.33,0.725
4.2639,31,5.688770999,1.050397878,3540,34.24,-118.33,2.933
3.1349,29,4.321937322,1.042735043,1776,34.27,-118.33,2.302
2.2148,38,3.516096579,1.106639839,1939,34.11,-118.33,4.383
3.0642,48,3.472885033,1.006507592,784,34.11,-118.33,3.429
8.2335,37,5.098468271,0.949671772,846,34.11,-118.33,4.302
6.0352,23,4.831632653,1.06122449,769,34.12,-118.33,5.00001
1.51,30,2.488481429,1.149976493,4123,34.1,-118.33,1.875
1.3157,43,1.911826452,1.151854444,3049,34.1,-118.33,3.333
1.625,48,2.310559006,1.084886128,1610,34.1,-118.33,2.375
2.0888,45,3.130932897,1.139116203,1552,34.1,-118.33,2.375
2.1403,30,2.899827288,1.177892919,1445,34.09,-118.33,2
2.1866,29,2.633093525,1.035971223,691,34.1,-118.33,2.5
3.6953,36,4.739130435,1.347826087,416,34.09,-118.33,2
1.4375,36,4.417322835,1.417322835,340,34.09,-118.33,1.65
1.9911,40,3.697416974,1.267527675,1514,34.09,-118.33,2.2
3.5083,52,4.047835991,1.034168565,671,34.08,-118.33,5.00001
3.2426,50,3.856774194,1.073548387,1345,34.08,-118.33,4.429
15.0001,52,8.444954128,1.100917431,693,34.06,-118.33,5.00001
15.0001,52,8.483018868,0.962264151,813,34.07,-118.33,5.00001
15.0001,52,9.204968944,1.062111801,531,34.07,-118.33,5.00001
8.3617,52,5.516129032,0.931451613,737,34.06,-118.33,4.338
3.375,48,4.790836653,1.049800797,1868,34.05,-118.33,2.578
2.5284,44,3.896039604,0.965346535,1323,34.05,-118.33,2.263
2.1736,45,3.663090129,1.113733906,1446,34.05,-118.33,1.713
2.913,31,4.560669456,1.050209205,955,34.04,-118.33,1.925
2.0706,46,4.15862069,1.096551724,2300,34.05,-118.33,2.685
3.6373,52,6.841397849,1.077956989,1004,34.04,-118.33,4.2
2.5927,33,4.595419847,1.129770992,1161,34.04,-118.33,1.615
1.7377,33,3.975945017,1.072164948,1714,34.03,-118.33,1.839
2.628,48,5.720657277,1.039906103,1400,34.04,-118.33,2.511
1.9018,39,4.127906977,1.200581395,1911,34.03,-118.33,1.375
1.8783,45,4.445333333,1.064,928,34.02,-118.33,1.182
2.1979,46,4.174863388,1.068306011,933,34.02,-118.33,1.257
1.6429,46,3.834162521,1.036484245,1552,34.03,-118.33,1.25
4.26,46,5.959785523,0.967828418,968,34.02,-118.33,1.826
3.7727,47,4.536082474,0.890034364,653,34.01,-118.33,1.93
3.5,42,4.911057692,0.908653846,869,34.02,-118.33,1.811
2.0217,43,4.718220339,1.194915254,956,34.01,-118.33,1.875
1.9231,44,3.959550562,1.040449438,786,34.01,-118.33,1.885
1.9631,44,4.425963489,0.997971602,878,34.01,-118.33,1.813
2.2054,47,5.271293375,1.223974763,895,34,-118.33,1.215
2.3333,47,4.768786127,1.080924855,416,34,-118.33,1.333
0.9304,24,2.834415584,1.038961039,529,34,-118.33,1.516
2.8542,44,5.269230769,1.063186813,1041,33.99,-118.33,1.265
3.2083,46,5.531468531,1.101398601,777,33.99,-118.33,1.496
2.8274,43,4.080733945,1.009174312,1598,33.99,-118.33,1.225
1.8806,28,3.717973231,1.146271511,3121,33.98,-118.33,1.139
1.6477,32,3.74789916,1.027310924,1472,33.98,-118.33,1.089
1.8472,38,4.248266297,1.104022191,2153,33.98,-118.33,1.491
1.6531,30,3.700356718,1.107015458,2739,33.98,-118.33,1.185
2.5363,44,4.408376963,1.010471204,1423,33.97,-118.33,1.588
4.1635,47,4.854111406,0.978779841,922,33.97,-118.33,1.564
0.8702,11,3.717261905,0.931547619,625,34.02,-118.33,1.705
4.7216,41,5.796791444,0.954545455,1171,33.69,-118.33,3.119
6.4246,25,6.051808407,1.056695992,2297,33.72,-118.33,4.467
6.981,31,6.645833333,1.01875,1362,34.21,-118.33,4.029
3.6071,43,5.342741935,1.024193548,613,34.2,-118.33,2.89
4.3631,43,5.362586605,0.965357968,1106,34.2,-118.33,2.846
3.1051,23,3.731288981,1.031704782,4757,34.2,-118.33,2.065
4.2396,48,5.62962963,1.052287582,1118,34.17,-118.33,2.451
3.7344,46,4.817767654,1.054669704,1133,34.19,-118.33,2.22
4.6898,45,5.039215686,1.01372549,1256,34.18,-118.33,2.26
3.138,45,4.717868339,1.087774295,799,34.19,-118.33,2.17
3.7411,45,4.911392405,0.996835443,785,34.18,-118.33,2.355
3.8462,49,5.365122616,1.027247956,977,34.18,-118.33,2.313
5.6975,48,5.861878453,1.063535912,926,34.18,-118.33,2.314
2.473,44,5.298630137,1.02739726,750,34.17,-118.33,2.518
3.7941,37,4.771543086,1.152304609,1235,34.16,-118.33,2.478
3.4286,44,4.136085627,0.99235474,1676,34.16,-118.33,2.479
2.3667,39,3.572463768,1.217391304,259,34.15,-118.33,0.175
4.2679,44,4.388704319,1.006644518,471,34.15,-118.33,3.318
3.4016,23,3.576315789,1.126315789,770,34.16,-118.33,2.346
2.8333,52,5.473317865,1.371229698,1100,33.34,-118.33,4.147
4.4091,37,5.417159763,1.053254438,925,33.93,-118.33,1.484
6.0718,38,5.831932773,0.941176471,412,33.93,-118.33,1.56
1.9309,31,3.897302905,1.143153527,3288,33.94,-118.33,1.375
4.2099,24,5.124311566,1.014948859,2636,33.96,-118.33,1.898
2.3,42,5.285266458,1.131661442,737,33.96,-118.33,1.892
2.0057,42,4.620842572,1.146341463,1062,33.96,-118.33,1.982
3.2862,37,4.749758454,1.095652174,3533,33.93,-118.33,1.523
3.267,23,3.860557769,1.147410359,670,33.92,-118.33,1.854
3.3491,39,3.675675676,0.936936937,1106,33.91,-118.33,1.818
3.5903,35,3.676767677,1.016835017,962,33.91,-118.33,1.833
2.455,8,3.543923382,1.101387054,7211,33.91,-118.33,1.927
2.6091,21,3.783954155,1.136962751,5546,33.9,-118.33,1.639
4.1953,39,5.266106443,1.011204482,982,33.89,-118.33,2.269
5.1874,42,5.934640523,1.104575163,897,33.89,-118.33,2.308
3.1505,30,4.266666667,1.020689655,899,33.88,-118.33,2.7
3.2417,36,3.684057971,1.002898551,811,33.88,-118.33,2.833
3.9167,44,5.443609023,1,373,33.87,-118.33,2.656
4.2614,36,5.506203474,1.007444169,1219,33.87,-118.33,2.671
6.4891,35,5.423357664,0.934306569,385,33.87,-118.33,2.781
6.0335,38,5.252873563,1.011494253,519,33.86,-118.33,2.554
6.3992,36,5.693333333,1.066666667,473,33.86,-118.33,2.596
4,38,5.165853659,1.063414634,561,33.86,-118.33,2.486
5.3131,36,5.567346939,1.024489796,668,33.84,-118.33,3.141
5.5023,5,5.167657551,1.061831153,5272,33.83,-118.33,2.864
6.5861,26,5.954206603,0.994675186,2824,33.82,-118.33,4.178
4.1071,29,4.871254162,0.968923418,2069,33.79,-118.33,3.656
9.8214,33,7.619389587,1.068222621,1534,33.77,-118.33,5.00001
4.2917,52,6.329545455,0.960227273,486,34,-118.33,2.476
4.4875,32,5.160839161,1.106293706,1804,34.26,-118.32,2.227
4.4375,24,5.335423197,1.0553814,2310,34.26,-118.32,1.915
4.15,52,4.3550447,1.021711367,1218,34.12,-118.32,3.935
4.0833,42,5.107883817,1.126556017,857,34.11,-118.32,4.344
3.2462,33,3.974458204,1.122291022,2404,34.11,-118.32,4.357
2.3974,48,3.201145311,1.13027917,2796,34.11,-118.32,4.107
4.0833,34,7.03030303,1.034090909,540,34.13,-118.32,5.00001
4.0965,23,4.596984925,1.430150754,1624,34.14,-118.32,5.00001
1.7306,28,2.837096774,1.15483871,1463,34.1,-118.32,4.5
1.4005,43,2.507763975,1.139751553,1460,34.1,-118.32,1.938
1.6331,34,2.283471837,1.081255771,2655,34.09,-118.32,1.625
2.0341,32,3.043243243,1.032432432,626,34.09,-118.32,2.5
2.5556,27,1.875,0.875,332,34.09,-118.32,1.75
1.7325,36,2.614533965,1.090047393,1957,34.1,-118.32,2.219
2.0557,34,2.263399694,1.033690658,1976,34.09,-118.32,2.25
1.5284,31,2.740088106,1.008810573,597,34.1,-118.32,2
1.8277,30,2.623205742,1.15430622,2197,34.1,-118.32,1.375
2.2311,52,2.879120879,0.989010989,756,34.1,-118.32,2.063
1.676,44,3.672176309,0,2297,34.09,-118.32,2.088
2.0044,30,2.284493284,0.935286935,2595,34.09,-118.32,2.125
1.879,28,2.847968545,1.073394495,2548,34.09,-118.32,2.188
3.125,52,4.637450199,1.023904382,575,34.08,-118.32,3.804
2.4196,46,3.881904762,1.017142857,1250,34.08,-118.32,3.581
3.37,52,3.828282828,1.023569024,754,34.08,-118.32,3.303
4.1429,52,5.460829493,1.089861751,1053,34.08,-118.32,3.803
8.8062,52,6.932475884,0.98392283,861,34.07,-118.32,5.00001
11.2185,52,8.300835655,1.019498607,967,34.07,-118.32,5.00001
5.7393,52,4.818627451,1.205882353,578,34.06,-118.32,5.00001
3.5909,25,4.126506024,1.064759036,1420,34.07,-118.32,4.045
15.0001,52,7.958333333,0.833333333,457,34.06,-118.32,5.00001
3.5517,42,4.884272997,1.057863501,2224,34.05,-118.32,2.915
4.125,43,4.934973638,1.026362039,1654,34.06,-118.32,4.368
4.5918,36,5.29248366,1.179738562,1383,34.06,-118.32,3.37
1.5882,50,4.599337748,1.205298013,976,34.05,-118.32,3.273
1.9923,42,2.917102967,1.032286213,3480,34.05,-118.32,2.5
2.532,39,3.734256927,1.022670025,2638,34.04,-118.32,1.727
2.2554,39,4.134185304,1.054313099,1140,34.04,-118.32,1.65
2.3526,48,3.807073955,1.054662379,953,34.04,-118.32,1.563
1.8333,47,3.832369942,1.02504817,1430,34.04,-118.32,1.511
2.0259,42,4.811989101,1.100817439,1117,34.04,-118.32,1.688
2.8654,44,4.520179372,1,544,34.04,-118.32,1.768
2.1046,35,3.981273408,1.167290886,2221,34.03,-118.32,1.14
3.0132,47,5.606217617,1.025906736,455,34.03,-118.32,2.232
2.8971,50,5.507462687,1.041791045,1109,34.03,-118.32,1.278
3.1731,47,3.95890411,1.034246575,1272,34.03,-118.32,1.215
2.6098,52,4.598901099,1.075091575,1660,34.02,-118.32,1.271
2.0304,51,4.642032333,1.062355658,1355,34.02,-118.32,1.334
2.0042,47,4.875739645,1.023668639,1120,34.02,-118.32,1.142
1.9531,31,5.071264368,1.151724138,1194,34.03,-118.32,2.278
2.6667,52,5.342512909,1.110154905,1498,34.01,-118.32,1.28
4.2554,50,6.365384615,0.984615385,672,34.02,-118.32,1.943
3.3906,48,5.732352941,0.905882353,823,34.02,-118.32,1.897
3.1548,50,5.401759531,1.105571848,817,34.01,-118.32,1.577
2.4022,47,4.741847826,1.008152174,1079,34.01,-118.32,1.234
2.4934,44,4.754716981,1.076650943,1622,34.01,-118.32,1.658
1.95,50,4.814814815,1.026666667,2300,34,-118.32,1.126
2.4583,50,4.667377399,0.980810235,1097,34,-118.32,1.209
2.5909,43,5.147208122,1.215736041,1074,33.99,-118.32,0.987
1.9779,49,4.971731449,0.950530035,889,33.99,-118.32,1.142
2.1875,48,4.5,1.014285714,791,33.99,-118.32,1.152
3.7167,43,5.418103448,1,735,33.99,-118.32,1.089
2.175,47,4.373271889,0.967741935,574,33.98,-118.32,1.147
3.2344,40,5.090196078,1.08627451,791,33.98,-118.32,1.043
1.9732,47,4.961038961,1.074675325,864,33.98,-118.32,1.01
3.0833,46,5.130573248,1.079617834,921,33.98,-118.32,1.033
2.2396,44,4.670967742,1.012903226,861,33.98,-118.32,1.086
3.5114,52,6.372759857,1.146953405,795,33.97,-118.32,1.388
1.7067,49,4.304878049,1.015243902,901,33.98,-118.32,1.186
2.2138,49,5.058375635,1.131979695,1052,33.98,-118.32,1.198
7.6886,25,6.911949686,1.056603774,407,33.73,-118.32,5.00001
6.9909,36,6.169590643,1.011695906,984,34.2,-118.32,3.453
4.9886,36,5.622222222,1.007407407,372,34.2,-118.32,3.289
3.9866,36,6.360128617,1.083601286,834,34.2,-118.32,2.944
4.375,29,5.481389578,1.101736973,952,34.2,-118.32,3.412
4.1731,37,5.5625,1.0375,485,34.19,-118.32,3.521
3.0179,37,4.822222222,1.050793651,613,34.19,-118.32,2.725
3.3897,37,4.827868852,0.975409836,375,34.19,-118.32,2.227
3.0179,49,5.052631579,1.078947368,83,34.18,-118.32,1.188
3.4,44,4.688235294,1.144117647,832,34.18,-118.32,2.121
3.5875,39,3.667279412,1.036764706,1202,34.17,-118.32,2.5
5.1008,47,5.33814433,0.958762887,1284,34.17,-118.32,2.471
4.0648,45,5.362363919,1.073094868,1562,34.17,-118.32,2.588
6.2547,49,5.163461538,0.817307692,403,34.16,-118.32,3.667
2.9306,40,4.635235732,0.88337469,799,34.17,-118.32,2.793
4.3173,46,5.491803279,1.06088993,1031,34.16,-118.32,2.783
2.1579,27,5.060422961,1.574018127,744,33.35,-118.32,4.5
3.3906,52,7.385416667,1.777777778,733,33.33,-118.32,3
2.7361,52,6.225,1.65,341,33.34,-118.32,4.5
4.5368,37,5.720250522,1.052192067,1468,33.94,-118.32,1.688
4.25,37,5.346067416,1.038202247,1327,33.93,-118.32,1.721
3.1563,37,5.109965636,1.017182131,863,33.94,-118.32,1.862
4.6389,38,6.313609467,1.00591716,499,33.94,-118.32,1.838
4.0536,36,6.597701149,1.072796935,830,33.94,-118.32,1.89
4,36,5.101769912,0.991150442,639,33.94,-118.32,1.92
5.5176,47,5.264492754,0.894927536,721,33.96,-118.32,1.91
3.1719,43,5.363764045,0.994382022,1505,33.95,-118.32,1.835
4.6667,44,6.205521472,0.996932515,992,33.95,-118.32,1.756
5.0912,44,6.457575758,1.090909091,1040,33.95,-118.32,1.698
2.7139,52,5.389830508,1.023728814,844,33.97,-118.32,1.649
3.8512,47,5.280112045,1.011204482,954,33.96,-118.32,1.713
3.3214,47,4.912878788,1.106060606,704,33.96,-118.32,1.665
4.3919,46,4.91503268,0.882352941,814,33.97,-118.32,1.571
4.2083,33,5.026162791,1.151162791,1073,33.91,-118.32,1.805
4.2,35,4.372093023,0.91627907,640,33.91,-118.32,1.813
3.6654,35,5.182352941,0.935294118,605,33.91,-118.32,1.845
4.5304,34,4.7515625,1.0578125,1920,33.91,-118.32,1.813
5.7528,34,4.623376623,0.857142857,757,33.91,-118.32,1.805
3.6625,35,4.898617512,1.044546851,1882,33.9,-118.32,1.88
4.9615,34,5.351916376,0.951219512,804,33.93,-118.32,1.578
4.8304,35,6.961956522,1.190217391,710,33.92,-118.32,1.528
4.0473,36,5.223367698,1.030927835,831,33.9,-118.32,2.121
4.1344,36,4.115839243,0.973995272,1245,33.9,-118.32,2.103
3.0526,37,4.068459658,0.980440098,1316,33.9,-118.32,2.164
4.2813,45,4.209606987,0.989082969,1323,33.89,-118.32,2.101
5.1669,44,5.220883534,1.012048193,695,33.89,-118.32,2.206
4.5053,34,5.43699187,1.138211382,1270,33.89,-118.32,2.42
5.3244,28,5.197513812,1.052486188,1967,33.87,-118.32,2.719
4.3036,35,5.699059561,1.062695925,828,33.88,-118.32,2.821
5.5538,34,5.414414414,1.024024024,947,33.88,-118.32,2.803
6.4781,37,5.585657371,1.011952191,722,33.88,-118.32,2.69
4.6563,32,5.369799692,1.044684129,1715,33.86,-118.32,2.917
5.6254,35,5.639810427,0.957345972,1212,33.87,-118.32,2.838
6.4391,34,5.322580645,0.967741935,269,33.86,-118.32,2.523
3.5073,42,4.251351351,1.040540541,1859,33.85,-118.32,2.348
3.8456,51,4.667315175,1.003891051,1160,33.83,-118.32,3.189
1.6228,42,3.941644562,1.114058355,897,33.84,-118.32,3.761
5.2363,19,4.54676259,0.947242206,2105,33.83,-118.32,3.1
4.4271,25,5.082514735,1.00589391,1219,33.82,-118.32,3.821
7.0935,22,6.349367089,1.017721519,1254,33.82,-118.32,3.795
4.8438,28,5.075829384,1.05450237,1140,33.81,-118.32,3.462
4.7062,27,5.869444444,1.055555556,1109,33.81,-118.32,3.57
4.0536,29,4.785294118,1.054411765,1593,33.8,-118.32,2.858
3.1648,39,5.089928058,1.071942446,729,33.8,-118.32,2.448
3.8287,35,4.857142857,1.093023256,1675,33.79,-118.32,2.799
4.1477,32,4.879098361,0.956967213,1264,33.79,-118.32,3.151
3.1275,29,4.501564129,1.081334724,2102,33.8,-118.32,2.864
3.6797,21,4.233418367,1.042091837,3240,33.79,-118.32,2.711
9.267,33,7.741602067,1.028423773,1048,33.75,-118.32,5.00001
11.6677,37,7.605633803,0.950704225,366,33.75,-118.32,5.00001
10.1357,24,7.564516129,0.985111663,2248,33.74,-118.32,5.00001
6.887,37,5.91509434,0.896226415,259,33.77,-118.32,5.00001
4.8409,31,4.675585284,0.913043478,884,34.62,-118.32,2.649
2.325,35,6.908355795,1.428571429,861,36.94,-118.31,0.806
1.8419,18,6.946268657,1.91641791,799,35.74,-118.31,0.923
5.1145,34,5.146919431,0.963665087,1810,34.28,-118.31,2.199
6.0808,35,4.969072165,0.941580756,759,34.27,-118.31,2.156
4.2685,38,5.835051546,1.18556701,1124,34.26,-118.31,1.896
3.0583,41,4.117460317,1.038095238,733,34.26,-118.31,1.603
4.1339,34,4.950413223,1,948,34.26,-118.31,1.873
5.76,37,6.041841004,1.029288703,624,34.26,-118.31,2.394
3.8,36,4.601466993,1.107579462,1005,34.26,-118.31,2.171
5.8659,52,6.399317406,1.034129693,735,34.11,-118.31,4.333
8.0073,39,7.266791045,1.046641791,1271,34.12,-118.31,5.00001
7.2692,40,6.816425121,1.070048309,907,34.13,-118.31,4.987
1.6903,40,2.457593688,1.064102564,4828,34.1,-118.31,3.5
1.5328,36,2.570786517,1.160674157,3030,34.1,-118.31,2.5
1.705,33,2.51147541,1.137704918,918,34.1,-118.31,3.5
1.625,34,2.97761194,1.052238806,482,34.1,-118.31,0.675
1.8214,34,2.664516129,1.082580645,2626,34.09,-118.31,2.111
1.8977,28,2.716981132,1.00754717,891,34.09,-118.31,1
1.8576,37,2.477564103,0,835,34.09,-118.31,1.938
1.2412,36,2.186111111,1.166666667,1506,34.09,-118.31,2.167
2.1524,36,3.653120464,1.222060958,2446,34.09,-118.31,1.875
2,30,2.773882559,1.106923751,3678,34.09,-118.31,2.406
1.5195,42,2.399753998,1.040590406,2500,34.09,-118.31,2.182
2.2422,30,3.286052009,1.080378251,1460,34.08,-118.31,2.545
1.7542,31,3.159722222,1.143055556,2189,34.08,-118.31,2.875
2.7543,23,3.206666667,1.157777778,1264,34.08,-118.31,2.2
2.8971,27,2.922779923,0.984555985,1603,34.08,-118.31,2.511
2.7038,26,3.237424547,1.07444668,1868,34.08,-118.31,2.271
2.2364,28,2.642058166,1.061521253,2759,34.07,-118.31,3.056
2.6218,49,4.291245791,1.060606061,1539,34.08,-118.31,3.509
2.2653,40,3.547396529,1.060080107,2149,34.07,-118.31,4.45
0.8804,36,2.713235294,1.080882353,145,34.06,-118.31,4.5
2.3105,26,2.778265642,1.127881449,4533,34.07,-118.31,1.667
1.6987,30,2.553366174,1.041871921,2535,34.06,-118.31,4.125
2.3674,20,2.740554156,1.047858942,2919,34.07,-118.31,5.00001
1.9038,34,2.341232227,1.134597156,2326,34.06,-118.31,3.25
2.8202,24,3.136150235,1.063380282,1268,34.06,-118.31,5.00001
1.6725,47,2.063858696,1.041440217,4225,34.06,-118.31,1.875
2.0547,34,3.137521222,1.132427844,1351,34.06,-118.31,4.1
2.1435,52,2.80952381,1,1920,34.06,-118.31,3.289
2.0278,31,2.846928499,1.09164149,3107,34.06,-118.31,3.6
1.9949,14,2.749559083,1.139329806,1639,34.06,-118.31,3.8
2.5313,35,4.167487685,1.041871921,1578,34.05,-118.31,3.058
3.1406,40,4.341145833,0.950520833,1161,34.05,-118.31,4.176
2.2937,42,1.986547085,1,582,34.05,-118.31,3.5
1.9336,38,4.246013667,1.173120729,1768,34.05,-118.31,1.906
2.1162,35,3.622743682,1.030685921,1513,34.05,-118.31,2.292
2.3536,26,2.8265625,1,2543,34.05,-118.31,5
2.4048,33,3.95154185,1.066079295,2390,34.04,-118.31,2.083
2.0658,29,3.575438596,1.014035088,2070,34.04,-118.31,2.146
0.8351,29,3.237715803,1.151394422,2114,34.03,-118.31,1.5
2.5833,52,3.823353293,0.853293413,954,34.04,-118.31,2.346
1.767,37,3.711111111,1.088888889,2376,34.04,-118.31,1.703
2.025,46,4.56512605,1.071428571,1343,34.03,-118.31,1.355
2.8295,52,4.94025974,1.054545455,1233,34.03,-118.31,1.322
2.45,52,3.976271186,0.962711864,814,34.02,-118.31,1.114
1.4712,44,5.867924528,1.222641509,931,34.02,-118.31,1.058
2.4519,45,5.155797101,1.007246377,822,34.02,-118.31,0.981
1.2434,52,4.361904762,1.05,1186,34.02,-118.31,0.984
1.23,47,5.367346939,0,785,34.03,-118.31,1.384
2.1173,34,4.123232323,1.044444444,1479,34.03,-118.31,1.566
1.3187,23,4.717451524,1.099722992,1333,34.02,-118.31,1.271
2.2981,46,4.584686775,1.088167053,1409,34.02,-118.31,1.121
1.7386,50,4.993174061,1.208191126,912,34.01,-118.31,1.094
1.6667,41,5.2039801,1.074626866,727,34.02,-118.31,1.169
1.6955,43,4.79787234,1.134042553,1568,34.02,-118.31,1.152
2.0417,39,3.78976234,1.034734918,1246,34.01,-118.31,1.171
1.6851,46,4.948660714,1.091517857,1227,34.02,-118.31,1.088
2.5263,48,5.108433735,1.068273092,1357,34.01,-118.31,1.21
1.8214,52,5.736486486,1.06981982,1417,34.01,-118.31,1.232
3.0759,52,4.898907104,0.956284153,1303,34.01,-118.31,1.237
1.6892,52,5.586956522,1.119565217,939,34,-118.31,1.291
1.933,52,4.024691358,0.935802469,1413,34,-118.31,1.2
2.1116,52,4.419249592,1.04730832,1751,34,-118.31,1.225
1.9792,47,4.816770186,1.124223602,1329,34,-118.31,1.164
1.6559,48,5.161662818,1,1363,33.99,-118.31,1.014
2.0915,47,4.57957958,1.078078078,982,33.99,-118.31,1.266
2.2339,45,4.712025316,1.07278481,791,33.99,-118.31,1.048
1.7083,44,6.83935743,1.437751004,789,33.99,-118.31,1
5.1136,44,2.883116883,0.701298701,234,33.98,-118.31,1.117
2.895,49,3.75877193,0.859649123,694,33.99,-118.31,1.08
2,52,5.355685131,1.241982507,1062,33.98,-118.31,0.965
3.5982,52,5.447457627,1.122033898,900,33.98,-118.31,0.966
1.825,50,4.841463415,1.107317073,1090,33.98,-118.31,1.066
2.3977,52,5.323450135,1.021563342,1043,33.98,-118.31,1.122
3.2188,52,5.281456954,1.07615894,823,33.97,-118.31,1.242
2.7917,47,5.436842105,1.110526316,1156,33.97,-118.31,1.258
3.725,52,5.65625,0.961805556,819,33.97,-118.31,1.426
3.0917,48,4.939102564,1.006410256,819,33.97,-118.31,1.361
2.7401,41,5.412,1.144,751,33.94,-118.31,1.317
3.2708,43,5.330409357,1.046783626,1065,33.95,-118.31,1.31
4.0043,44,4.930379747,1.053797468,1095,33.95,-118.31,1.335
4.8295,44,6.058394161,1.04622871,1305,33.95,-118.31,1.496
3.0682,43,5.340101523,0.997461929,1132,33.94,-118.31,1.42
1.747,43,4.236,1.138,1266,33.96,-118.31,1.21
1.528,43,4.651515152,1.067099567,1316,33.96,-118.31,1.318
3.4643,46,5.26875,0.946875,870,33.96,-118.31,1.363
4.0625,48,5.961538462,1.053254438,1020,33.96,-118.31,1.387
3.0625,52,6.108958838,1.113801453,1167,33.96,-118.31,1.274
4.4861,47,4.678466077,0.949852507,1077,33.96,-118.31,1.404
3.7143,47,4.831325301,0.944578313,1134,33.96,-118.31,1.403
2.6491,5,4.482367758,1.094458438,2965,33.84,-118.31,2.167
2.9619,27,3.961485557,1.103163686,2083,33.83,-118.31,2.234
3.125,30,4.397727273,1.075284091,2048,33.8,-118.31,2.333
4.5074,36,5.391684902,1.032822757,1111,33.74,-118.31,3.5
4.3472,22,5.392513369,1.04171123,2260,33.74,-118.31,3.512
5.0874,36,5.637254902,0.964052288,799,33.73,-118.31,3.685
5.249,52,5.904255319,0.992907801,656,33.73,-118.31,3.519
4.2059,52,5.578512397,0.994490358,957,33.73,-118.31,3.5
4.1812,52,5.701388889,0.996527778,692,33.73,-118.31,3.215
4.1451,26,5.906318083,1.106753813,1372,33.72,-118.31,3.267
5.4533,33,5.837628866,0.943298969,986,33.73,-118.31,4.098
5.3074,42,5.359504132,1.016528926,611,33.67,-118.31,4.019
7.1262,27,7.012727273,1.029090909,3199,34.22,-118.31,4.462
3.7015,27,4.376044568,1.08542247,2372,34.19,-118.31,2.879
5.0865,36,6.086330935,0.946043165,778,34.2,-118.31,3.496
3.0625,42,4.826666667,0.993333333,420,34.19,-118.31,3.617
3.1587,11,3.656874266,1.045828437,1700,34.18,-118.31,1.813
2.0875,13,3.525974026,1.035250464,1986,34.19,-118.31,2.227
3.2112,38,4.290676417,1.215722121,1317,34.16,-118.31,3.493
3.9464,37,4.928735632,1.025287356,860,34.16,-118.31,3.15
3.1823,12,3.750588235,1.095294118,2118,34.17,-118.31,2.183
2.4074,24,3.333333333,1.050400916,2522,34.17,-118.31,2.194
4.2917,37,5.148594378,0.979919679,852,33.93,-118.31,1.279
3.6583,44,5.534328358,1.095522388,976,33.94,-118.31,1.267
2.2448,40,5.005221932,1.143603133,1021,33.94,-118.31,1.75
3.2206,40,5.777292576,1.061135371,684,33.94,-118.31,1.458
3.775,40,5.740740741,0,798,33.94,-118.31,1.538
5.5787,42,6.306451613,1.080645161,602,33.93,-118.31,1.42
4.9464,43,6.216949153,0.989830508,997,33.93,-118.31,1.503
3.8173,31,4.896193772,1.173010381,874,33.91,-118.31,1.779
4.2596,36,5.368715084,0.966480447,625,33.91,-118.31,1.811
4.8456,35,5.96803653,1.123287671,672,33.92,-118.31,1.464
5.0653,35,5.602836879,0.943262411,926,33.93,-118.31,1.58
2.6312,28,4.169312169,1.058201058,891,33.9,-118.31,1.713
3.5417,38,3.456790123,0.985185185,1131,33.9,-118.31,1.984
3.5644,32,4.124361158,1.143100511,1491,33.88,-118.31,2.423
3.5556,35,4.8475,1.03,1036,33.88,-118.31,2.38
2.3812,21,3.725,1.075,686,33.88,-118.31,2.375
3.4792,30,4.532956685,1.094161959,1724,33.9,-118.31,1.947
3.7639,37,4.574297189,1.020080321,1257,33.89,-118.31,2.206
4.1458,35,5.141486811,1.014388489,1192,33.89,-118.31,2.315
2.4219,33,4.31124498,1.014056225,1371,33.88,-118.31,2.607
4.7543,27,5.3568,1.112,1545,33.87,-118.31,2.963
6.6632,29,6.372159091,1.025568182,1051,33.86,-118.31,3.252
3.625,52,4.29009434,1.094339623,1068,33.84,-118.31,2.707
2.775,50,2.974358974,1.329059829,382,33.83,-118.31,2.25
2.9375,45,4.492331288,1.15797546,1635,33.83,-118.31,2.73
3.402,35,4.945714286,1.162857143,1902,33.82,-118.31,2.799
4.1406,39,5.041284404,0.974770642,1160,33.82,-118.31,3.237
5.4925,26,6.220159151,1.082228117,1195,33.82,-118.31,3.617
4.1169,23,5.544303797,1.052039381,1679,33.81,-118.31,3.626
4.3056,30,5.036931818,1.011363636,905,33.81,-118.31,3.36
3.7167,29,5.017953321,1.026929982,1469,33.8,-118.31,3.089
3.2472,35,4.320754717,1.062264151,1374,33.79,-118.31,2.547
4.0425,31,4.713833157,1.046462513,2420,33.8,-118.31,2.779
3.3958,38,5.266447368,1.157894737,711,33.79,-118.31,2.5
3.5804,30,5.583638584,1,2411,33.78,-118.31,3.838
6.6447,20,6.170940171,1.021367521,2757,33.77,-118.31,4.168
6.5704,26,6.23922114,0.986091794,1873,33.76,-118.31,4.147
